Localidad,Latitud,Longitud,Tipo_place,population,osm_type,osm_id,name_normalized
Santa Ángela Sur,-37.8375228,-73.3482094,hamlet,12.0,node,6081322727,santa angela sur
Santa Anita,-36.4447801,-71.9488445,neighbourhood,,node,8595378521,santa anita
Santa Anselma,-38.7444943,-72.3803759,hamlet,154.0,node,7999589089,santa anselma
Santa Antonia,-30.5717025,-71.1795,neighbourhood,,node,12770717588,santa antonia
Santa Augusta,-33.1789398,-71.6783238,hamlet,36.0,node,700113127,santa augusta
Santa Aurelia,-35.4995918,-71.6419315,hamlet,61.0,node,10075895533,santa aurelia
Santa Aurora,-33.5394407,-71.2328947,hamlet,56.0,node,5997117804,santa aurora
Santa Bárbara,-37.6680813,-72.021408,town,7943.0,node,214186609,santa barbara
Santa Bernardita,-33.0906109,-70.797342,hamlet,29.0,node,5999508746,santa bernardita
Santa Berta,-34.8954616,-71.2595558,hamlet,127.0,node,5936127676,santa berta
Santa Bertina,-32.6249997,-71.4046633,hamlet,32.0,node,6108817775,santa bertina
Santa Blanca,-33.7940854,-71.5685114,hamlet,164.0,node,6174429085,santa blanca
Santa Carla,-39.6908377,-72.6126563,hamlet,,node,7575828717,santa carla
Santa Carmen,-35.0385386,-71.452007,village,320.0,node,6004202986,santa carmen
Santa Carolina,-33.2285837,-70.7870965,hamlet,130.0,node,3726213005,santa carolina
Santa Carolina Norte,-33.218708,-70.7893672,hamlet,523.0,node,6108202419,santa carolina norte
Santa Carolina Poniente,-33.2233123,-70.8021238,hamlet,372.0,node,6108202418,santa carolina poniente
Santa Catalina,-30.6027297,-71.1582464,hamlet,226.0,node,1829277290,santa catalina
Santa Catalina Norte,-30.5951901,-71.1552715,hamlet,90.0,node,5921612470,santa catalina norte
Santa Cecilia,-33.2615868,-70.705509,hamlet,1016.0,node,2104302254,santa cecilia
Santa Celia,-38.6469753,-73.1983209,hamlet,100.0,node,6200210993,santa celia
Santa Celia Las Minas,-38.6434559,-73.1780005,hamlet,114.0,node,6200210994,santa celia las minas
Santa Celia Las Minas Sur,-38.6549687,-73.1852532,hamlet,19.0,node,6200210995,santa celia las minas sur
Santa Clara,-36.8290333,-72.3340981,village,2368.0,node,214179870,santa clara
Santa Clara Sur,-35.486039,-71.7612817,hamlet,89.0,node,5898454827,santa clara sur
Santa Clarisa,-34.1011051,-71.3909148,hamlet,236.0,node,2383324386,santa clarisa
Santa Claudia,-35.0586097,-71.1727343,neighbourhood,,node,1370925862,santa claudia
Santa Clotilde,-34.3000635,-71.4364945,neighbourhood,,node,12394956886,santa clotilde
Santa Corina,-33.5892288,-70.8770378,hamlet,235.0,node,5997051228,santa corina
Santa Cristina,-30.5368221,-71.4484021,hamlet,277.0,node,5921612447,santa cristina
Santa Cristina Centro,-30.5378848,-71.4562878,hamlet,97.0,node,5921612448,santa cristina centro
Santa Cristina Parte Alta,-30.5314092,-71.4395535,hamlet,27.0,node,5921612446,santa cristina parte alta
Santa Cruz,-34.6403243,-71.3661297,town,22681.0,node,214225186,santa cruz
Santa Cruz de Coya,-37.3541442,-72.7479026,locality,,node,8223018629,santa cruz de coya
Santa Cruz de Cuca,-36.6900247,-72.3986042,hamlet,285.0,node,6395547028,santa cruz de cuca
Santa Cruz de Cuca Alto,-36.6713275,-72.4088717,hamlet,89.0,node,6395547027,santa cruz de cuca alto
Santa Cruz de Río Claro,-37.1531468,-72.5620526,hamlet,57.0,node,6139835578,santa cruz de rio claro
Santa Cruz de Tomeco Poniente,-36.9878932,-72.6444688,hamlet,52.0,node,5907599676,santa cruz de tomeco poniente
Santa Cruz de Triana,-34.1847414,-70.7298645,neighbourhood,,node,12540359907,santa cruz de triana
Santa Delfina,-36.1438335,-71.6581991,hamlet,224.0,node,5907640249,santa delfina
Santa Delia,-35.518072,-71.4530397,hamlet,227.0,node,5885393739,santa delia
Santa Dolores,-36.3263919,-71.9451059,hamlet,30.0,node,9528024065,santa dolores
Santa Domitila,-35.960757,-72.2069631,hamlet,24.0,node,6017169699,santa domitila
Santa Eduviges,-36.7611846,-71.9576195,hamlet,48.0,node,6075227230,santa eduviges
Santa Elcira,-37.3820252,-72.4588681,hamlet,64.0,node,6463436081,santa elcira
Santa Elena,-33.2156715,-70.7323896,village,2766.0,node,1386704072,santa elena
Santa Elena Alto,-39.362589,-71.685834,hamlet,59.0,node,5885808056,santa elena alto
Santa Elena Bajo,-39.3576284,-71.6986656,hamlet,26.0,node,5885808060,santa elena bajo
Santa Elena de Maipo,-38.7556782,-72.6499201,neighbourhood,,node,5902394900,santa elena de maipo
Santa Elena de Viluco,-33.8046213,-70.7586265,hamlet,371.0,node,5729607971,santa elena de viluco
Santa Elena Sur,-33.2247101,-70.7293367,hamlet,149.0,node,6104552075,santa elena sur
Santa Eliana,-37.4841555,-72.3134279,hamlet,29.0,node,5919458477,santa eliana
Santa Elisa,-36.6292532,-72.177279,hamlet,178.0,node,5767672088,santa elisa
Santa Elvira,-39.7699716,-73.1837072,hamlet,59.0,node,4545950710,santa elvira
Santa Elvira Carretera,-39.7863085,-73.2043987,hamlet,40.0,node,5915181369,santa elvira carretera
Santa Ema,-38.4730533,-72.0359158,hamlet,255.0,node,5047142113,santa ema
Santa Emilia,-33.46929,-71.1052345,village,874.0,node,2503913121,santa emilia
Santa Emilia Adentro,-35.0532204,-71.4854595,hamlet,120.0,node,6004202784,santa emilia adentro
Santa Emilia Sur,-20.3464527,-69.6591032,hamlet,247.0,node,6212203117,santa emilia sur
Santa Emma,-32.9274816,-71.4012301,hamlet,22.0,node,6269106358,santa emma
Santa Erma,-43.8249217,-71.8643081,locality,,node,11890352317,santa erma
Santa Ester,-35.7490548,-71.4215613,hamlet,88.0,node,5925661187,santa ester
Santa Ester de Liray,-33.236459,-70.7151973,hamlet,98.0,node,3725708755,santa ester de liray
Santa Ester Oriente,-33.2359797,-70.7104325,hamlet,49.0,node,6104552059,santa ester oriente
Santa Eufemia,-37.4886621,-72.4779487,hamlet,,node,9733460728,santa eufemia
Santa Eugenia,-34.9338988,-71.0125137,hamlet,117.0,node,5893393136,santa eugenia
Santa Eugenia Sur,-34.9408294,-71.0036087,hamlet,122.0,node,5893393135,santa eugenia sur
Santa Fanny,-38.2160308,-72.7867199,hamlet,72.0,node,5458373838,santa fanny
Santa Fe,-37.4661301,-72.5829291,village,2502.0,node,1372482317,santa fe
Santa Filomena,-33.5886845,-71.2280881,hamlet,546.0,node,5997117481,santa filomena
Santa Filomena Sur,-33.6136714,-70.7764618,hamlet,23.0,node,6107503207,santa filomena sur
Santa Florencia,-33.2655031,-70.8786633,hamlet,41.0,node,6108222429,santa florencia
Santa Florentina,-38.2367725,-72.3171401,neighbourhood,,node,5438732406,santa florentina
Santa Francisca,-34.7288302,-71.3379192,hamlet,20.0,node,5927868822,santa francisca
Santa Gabriela,-34.5512723,-70.9180677,hamlet,86.0,node,5138942589,santa gabriela
Santa Gertrudis,-34.4585236,-71.1349597,neighbourhood,42.0,node,4908292701,santa gertrudis
Santa Gracia,-29.739065,-71.1264322,hamlet,18.0,node,214185823,santa gracia
Santa Graciela,-35.1200655,-71.2254516,hamlet,96.0,node,6078168550,santa graciela
Santa Guacolda,-36.7021681,-72.9078346,locality,,node,5716543775,santa guacolda
Santa Guadalupe,-38.5350704,-72.4250186,neighbourhood,,node,7278750196,santa guadalupe
Santa Guiselle,-36.5774896,-72.0000172,hamlet,73.0,node,5767672106,santa guiselle
Santa Helena,-35.7502956,-71.4101136,hamlet,36.0,node,5925661188,santa helena
Santa Herminia,-32.7662293,-71.182791,hamlet,187.0,node,6392777108,santa herminia
Santa Hilda,-34.9684056,-71.1907304,hamlet,38.0,node,6075201180,santa hilda
Santa Inés,-34.09421,-71.3739482,village,1389.0,node,2383324376,santa ines
Santa Inés de Chena,-33.55,-70.733333,neighbourhood,,node,214207327,santa ines de chena
Santa Inés de Miraflores,-33.2685226,-70.7067203,hamlet,515.0,node,2104302244,santa ines de miraflores
Santa Irene,-18.552217,-70.1180855,hamlet,336.0,node,6054023413,santa irene
Santa Isabel,-36.1132062,-71.7584415,village,654.0,node,6290186088,santa isabel
Santa Isabel de Ñielol,-33.7176558,-70.8938849,hamlet,35.0,node,5701124535,santa isabel de nielol
Santa Isidora,-36.5082749,-71.9519054,hamlet,,node,9686380048,santa isidora
Santa Jessica,-41.8608317,-73.8268554,neighbourhood,,node,1689456442,santa jessica
Santa Josefina,-36.3652327,-71.8489552,hamlet,238.0,node,7663576114,santa josefina
Santa Juana,-37.1737794,-72.94259,town,9549.0,node,214222226,santa juana
Santa Juana Arriba,-36.8502632,-71.937967,hamlet,179.0,node,6043335719,santa juana arriba
Santa Juana Bajo,-36.8487522,-71.9785005,hamlet,203.0,node,6043335721,santa juana bajo
Santa Julia,-34.2665628,-71.3704396,hamlet,462.0,node,4026058332,santa julia
Santa Julia Arriba,-34.2798966,-71.3493348,hamlet,152.0,node,5733578119,santa julia arriba
Santa Julia de Palqui,-33.8311661,-71.4913201,hamlet,51.0,node,6011843370,santa julia de palqui
Santa Julia del Olivar,-34.217354,-70.8060324,neighbourhood,,way,559202269,santa julia del olivar
Santa Julia Norte,-33.0003505,-71.506532,neighbourhood,,node,6350161733,santa julia norte
Santa Laura,-37.4914257,-72.1787167,hamlet,410.0,node,6367021496,santa laura
Santa Laura Alto,-40.0708796,-72.5492263,hamlet,92.0,node,5915266452,santa laura alto
Santa Laura Bajo,-40.0621927,-72.5709415,hamlet,188.0,node,5915266451,santa laura bajo
Santa Leonor,-35.0123865,-71.3713396,hamlet,115.0,node,6004203000,santa leonor
Santa Lucía,-35.0528175,-71.1863127,hamlet,78.0,node,6075204388,santa lucia
Santa Lucía Alto,-37.1194691,-71.6846967,hamlet,65.0,node,5140281546,santa lucia alto
Santa Lucía Bajo,-37.1374495,-71.6699123,hamlet,56.0,node,5047100087,santa lucia bajo
Santa Lucía de Huequi,-38.1228738,-72.2828728,hamlet,,node,5438715571,santa lucia de huequi
Santa Lucila,-34.2550438,-70.835166,hamlet,242.0,node,5731450593,santa lucila
Santa Luisa,-33.2717115,-70.6977952,hamlet,311.0,node,3725708756,santa luisa
Santa Luisa de Chicureo,-33.2698112,-70.6977939,hamlet,159.0,node,6104552050,santa luisa de chicureo
Santa Luz,-33.2716636,-70.6920004,hamlet,164.0,node,6104552051,santa luz
Santa Luz de Colina,-33.2955071,-70.6966803,hamlet,122.0,node,2104302253,santa luz de colina
Santa Macarena,-39.3091666,-72.1726401,hamlet,19.0,node,6150703799,santa macarena
Santa Madgalena,-37.1184596,-72.2115898,hamlet,12.0,node,6040684128,santa madgalena
Santa Magdalena,-29.9751134,-71.1198074,hamlet,64.0,node,5968012364,santa magdalena
Santa Margarita,-35.4000086,-71.457771,hamlet,681.0,node,5921532193,santa margarita
Santa Margarita Oriente,-36.8626521,-71.9457084,hamlet,85.0,node,214228157,santa margarita oriente
Santa María,-32.7478749,-70.6567375,town,7671.0,node,214205461,santa maria
Santa María de Chamisero,-33.3287844,-70.6328059,hamlet,46.0,node,2104323889,santa maria de chamisero
Santa María de Chamisero II,-33.33034,-70.6470144,hamlet,,node,13046873109,santa maria de chamisero ii
Santa María de Itihue,-36.4166241,-71.9522524,neighbourhood,,node,8524420201,santa maria de itihue
Santa María de la Flor,-33.5177233,-70.5709818,neighbourhood,,node,12216551309,santa maria de la flor
Santa María de Las Casas,-38.7767997,-72.5944631,neighbourhood,,way,990454638,santa maria de las casas
Santa María de Llaima,-38.8700465,-71.7758355,hamlet,26.0,node,6124543839,santa maria de llaima
Santa María de Machalí,-34.1744306,-70.6851862,neighbourhood,,node,1605820245,santa maria de machali
Santa María de Maipú,-33.4914641,-70.7770801,neighbourhood,,node,5701287456,santa maria de maipu
Santa María de Manquehue,-33.3739818,-70.570666,neighbourhood,,node,847097838,santa maria de manquehue
Santa María de Quepe,-38.6757608,-71.9600845,hamlet,,node,5460386984,santa maria de quepe
Santa María de Triana,-34.1832943,-70.715013,neighbourhood,,node,1765712372,santa maria de triana
Santa María del Boldo IV,-34.9703574,-71.2129149,neighbourhood,,node,2232148248,santa maria del boldo iv
Santa María del Mar,-33.6653499,-71.6344879,neighbourhood,,node,939442335,santa maria del mar
Santa María del Peñón,-33.5733041,-70.5369943,neighbourhood,,node,4535043702,santa maria del penon
Santa María I,-33.3262665,-70.7481516,neighbourhood,,node,11413621969,santa maria i
Santa María II,-33.3278727,-70.7477945,neighbourhood,,node,11413621971,santa maria ii
Santa María III,-33.3270974,-70.7515167,neighbourhood,,node,11413621970,santa maria iii
Santa María Sur,-41.2255054,-73.3932639,hamlet,36.0,node,12790051296,santa maria sur
Santa Mariana,-33.7040633,-70.990423,hamlet,96.0,node,6148914655,santa mariana
Santa Marina,-35.7447544,-71.6565362,hamlet,53.0,node,5938172463,santa marina
Santa Marta,-32.3351015,-71.181673,hamlet,379.0,node,2975544303,santa marta
Santa Marta de Liray,-33.2399722,-70.7367394,village,1584.0,node,2409310175,santa marta de liray
Santa Marta Sur,-35.2109401,-71.3077712,hamlet,136.0,node,7342225177,santa marta sur
Santa Matilde,-33.1131332,-70.7914211,village,869.0,node,3684682426,santa matilde
Santa Mónica,-33.5362504,-70.9096241,hamlet,318.0,node,6150404642,santa monica
Santa Mónica Norte,-33.5341398,-70.8924687,hamlet,88.0,node,6150404636,santa monica norte
Santa Mónica Oriente,-33.534274,-70.9041846,hamlet,771.0,node,6150404639,santa monica oriente
Santa Morelia,-36.6607293,-72.1453553,hamlet,20.0,node,6043355418,santa morelia
Santa Natalia,-35.6233435,-71.6000032,hamlet,274.0,node,5884352770,santa natalia
Santa Olga,-35.4508337,-72.2792882,village,779.0,node,1278345686,santa olga
Santa Paula,-38.8677681,-72.768234,hamlet,143.0,node,6152929766,santa paula
Santa Piedra,-37.0306679,-72.9071199,hamlet,,node,4976389888,santa piedra
Santa Raquel,-36.5370536,-71.9896746,hamlet,91.0,node,5767672099,santa raquel
Santa Rebeca,-34.8645599,-71.0650636,village,474.0,node,5716673179,santa rebeca
Santa Regina,-35.4813542,-71.3486132,hamlet,32.0,node,5921427082,santa regina
Santa Rita,-35.3946126,-71.5327764,village,1141.0,node,5735942956,santa rita
Santa Rita de Casia,-33.4620084,-71.0806793,neighbourhood,,node,11284547210,santa rita de casia
Santa Rita Norte,-35.3696608,-71.5382105,hamlet,189.0,node,5921532194,santa rita norte
Santa Rita Sur,-33.6723681,-70.5332134,hamlet,173.0,node,6377567104,santa rita sur
Santa Rosa,-37.6467943,-73.6231739,village,1168.0,node,1737542843,santa rosa
Santa Rosa Alto,-35.6732474,-72.4822784,hamlet,42.0,node,12177913526,santa rosa alto
Santa Rosa Bajo,-35.691339,-72.5170183,hamlet,165.0,node,12720250205,santa rosa bajo
Santa Rosa Chica,-40.1711637,-72.5784537,hamlet,246.0,node,2446524669,santa rosa chica
Santa Rosa de Choihue,-37.1658805,-72.6122367,hamlet,134.0,node,5907585616,santa rosa de choihue
Santa Rosa de Colmo,-32.9205701,-71.4432694,hamlet,539.0,node,214183410,santa rosa de colmo
Santa Rosa de la Mar,-33.6195868,-71.5868067,neighbourhood,,node,12456488078,santa rosa de la mar
Santa Rosa de Lavaderos,-35.5360148,-71.7481761,hamlet,109.0,node,214222330,santa rosa de lavaderos
Santa Rosa de Los Andes,-32.8526309,-70.5993304,neighbourhood,,node,9921231031,santa rosa de los andes
Santa Rosa de Machalí,-34.172457,-70.6829166,neighbourhood,,node,1612515769,santa rosa de machali
Santa Rosa de Trapel,-39.4629648,-72.1718663,neighbourhood,,node,11638273435,santa rosa de trapel
Santa Rosa Grande,-40.153162,-72.5820351,hamlet,273.0,node,5915240314,santa rosa grande
Santa Rosa Interior,-33.2512975,-70.7642423,hamlet,784.0,node,3726213006,santa rosa interior
Santa Rosa Lo Chacón,-33.9878117,-71.3114094,hamlet,120.0,node,214212446,santa rosa lo chacon
Santa Rosa Lo Sierra,-33.9701641,-71.2960553,hamlet,134.0,node,8940986239,santa rosa lo sierra
Santa Rosa Norte,-39.5472624,-72.9538482,hamlet,165.0,node,6001873958,santa rosa norte
Santa Rosa Oriente,-37.2265525,-72.3868883,hamlet,34.0,node,5886054521,santa rosa oriente
Santa Rosa Poniente,-37.2296364,-72.3897743,hamlet,85.0,node,5886054522,santa rosa poniente
Santa Rosario,-35.6785681,-71.5227234,hamlet,42.0,node,10076296801,santa rosario
Santa Rose,-22.5438239,-68.2364603,locality,,node,2991828918,santa rose
Santa Rufina,-36.7434709,-72.2238582,hamlet,32.0,node,5924668016,santa rufina
Santa Sara,-33.2248762,-70.7744198,hamlet,969.0,node,3726213007,santa sara
Santa Sara del Norte,-33.2196773,-70.7739177,hamlet,165.0,node,6108202421,santa sara del norte
Santa Sara Sur,-33.2409377,-70.7669654,hamlet,152.0,node,6108202410,santa sara sur
Santa Silva,-35.0145042,-71.3554287,hamlet,40.0,node,6004203002,santa silva
Santa Silvia,-36.974324,-72.032547,hamlet,,node,5406359538,santa silvia
Santa Silvina,-34.1089975,-71.3774872,hamlet,26.0,node,5963283114,santa silvina
Santa Sofía,-35.964241,-72.3577522,hamlet,677.0,node,2382461425,santa sofia
Santa Sofía de Macul,-33.5111464,-70.5225116,neighbourhood,,node,12222567516,santa sofia de macul
Santa Susana,-34.9178018,-71.0331249,village,627.0,node,214180566,santa susana
Santa Susana de Pichaco,-36.9167796,-72.8590849,hamlet,,node,5714540004,santa susana de pichaco
Santa Terecita,-27.3545714,-70.2350393,hamlet,,node,3138022614,santa terecita
Santa Teresa,-33.5784438,-71.0171163,village,1005.0,node,5997117792,santa teresa
Santa Teresa de Lonquén,-33.706812,-70.8748358,hamlet,146.0,node,6148862684,santa teresa de lonquen
Santa Teresa de Queri,-35.5626083,-71.4238107,hamlet,,node,7838165285,santa teresa de queri
Santa Teresa de Quiahue,-34.788845,-71.7654151,hamlet,85.0,node,5928081210,santa teresa de quiahue
Santa Teresa de Quiahue Norte,-34.7802361,-71.7398912,hamlet,73.0,node,5928081211,santa teresa de quiahue norte
Santa Teresa de Tango,-33.6193009,-70.7329417,hamlet,265.0,node,5733704400,santa teresa de tango
Santa Teresa de Tunca,-34.1266041,-70.6479967,hamlet,78.0,node,3681347973,santa teresa de tunca
Santa Teresa Norte,-32.8409249,-70.9306097,hamlet,130.0,node,6392861171,santa teresa norte
Santa Teresa Sur,-33.5826537,-71.01362,hamlet,73.0,node,214188248,santa teresa sur
Santa Teresita,-33.238434,-70.7171273,hamlet,108.0,node,6104552058,santa teresita
Santa Teresita de Colín,-35.4540042,-71.6833627,neighbourhood,,node,3671125091,santa teresita de colin
Santa Teresita De Lisieux,-33.2654783,-70.7700035,neighbourhood,,node,4422890199,santa teresita de lisieux
Santa Teresita de Lo Arcaya,-33.2512556,-70.6861183,hamlet,37.0,node,6108084762,santa teresita de lo arcaya
Santa Valentina,-34.7129943,-70.9335238,hamlet,232.0,node,3045808361,santa valentina
Santa Verónica,-33.6628883,-70.8882682,hamlet,69.0,node,5997051206,santa veronica
Santa Victoria,-33.5848614,-71.0531652,village,855.0,node,5997117793,santa victoria
Santa Victoria de Chiñihue,-33.6846527,-71.1142069,hamlet,190.0,node,6150418349,santa victoria de chinihue
Santa Virginia,-33.6512351,-70.6223488,hamlet,130.0,node,5698583045,santa virginia
Santa Yolanda,-38.4911185,-72.1920634,hamlet,10.0,node,12189540610,santa yolanda
Santiago,-33.4377756,-70.6504502,city,6139087.0,node,50016356,santiago
Santiago Bueras,-37.4630063,-72.3704485,neighbourhood,,node,1717419043,santiago bueras
Santiago Chico,-37.3321832,-72.543827,hamlet,109.0,node,6463437389,santiago chico
Santiago Ferrari,-33.049639,-71.5613603,neighbourhood,,node,6347834005,santiago ferrari
Santo Domingo,-33.6400483,-70.7671988,hamlet,216.0,node,6107126229,santo domingo
Santo Domingo Este,-41.8053897,-71.9795895,hamlet,27.0,node,5436646006,santo domingo este
Santo Domingo Oeste,-41.7799529,-72.0289207,hamlet,,node,5436646005,santo domingo oeste
Santo Tomás,-33.7030637,-70.9296763,hamlet,40.0,node,5997051179,santo tomas
Santo Toribio,-35.8283391,-72.0244357,hamlet,84.0,node,2382645008,santo toribio
Santos del Mar,-35.5847958,-72.6213482,hamlet,54.0,node,5923361098,santos del mar
Santos Mardones,-53.148424,-70.9346317,neighbourhood,,node,2471353847,santos mardones
Santos Molina,-32.8034452,-71.2249875,hamlet,130.0,node,7513321608,santos molina
Santuario de la Laguna,-33.8272714,-70.906663,hamlet,16.0,node,12801766496,santuario de la laguna
Santuario del Valle,-33.3230122,-70.5480909,neighbourhood,,node,846963507,santuario del valle
Santuario Las Peñas,-18.5492371,-69.7615311,hamlet,,node,214201099,santuario las penas
Santuario Santa Teresa de Los Andes,-32.8925575,-70.6765494,hamlet,24.0,node,6377442907,santuario santa teresa de los andes
Saonde,-32.6287677,-70.7050252,hamlet,29.0,node,6394651515,saonde
Sara,-20.3256235,-69.7273492,hamlet,13.0,node,214207846,sara
Sara de Lebu,-37.7587728,-73.4832573,hamlet,329.0,node,6395459404,sara de lebu
Sara Malleco,-38.1316566,-72.1590578,hamlet,,node,5438715556,sara malleco
Sargento Aguayo,-37.8051167,-73.3940019,neighbourhood,,node,11979227754,sargento aguayo
Sargento Aldea,-40.4640753,-73.1149517,hamlet,40.0,node,12637836674,sargento aldea
Sargento Candelaria,-33.587851,-71.2172412,village,566.0,node,5997117482,sargento candelaria
Sarita Gajardo,-38.741373,-72.5786608,neighbourhood,,node,8866828283,sarita gajardo
Sarmenia,-20.4700011,-70.1583326,hamlet,,node,2990615226,sarmenia
Sarmiento,-34.9388293,-71.2001993,suburb,,node,214187352,sarmiento
Saucache,-18.4902211,-70.2666176,neighbourhood,,node,214220366,saucache
Sauce Norte,-36.4309801,-71.8375994,hamlet,164.0,node,9817783218,sauce norte
Sauce Pérez,-28.6433018,-71.1316509,hamlet,,node,214229374,sauce perez
Saujagua,-19.316667,-69.583333,hamlet,,node,214232405,saujagua
Sauzal,-35.7209814,-72.1269677,village,425.0,node,214210938,sauzal
Sauzalito,-34.2281833,-70.6585372,hamlet,,node,214196841,sauzalito
Saxamar,-18.5478739,-69.4996042,hamlet,,node,214235306,saxamar
Saxamar Bajo,-18.5430423,-69.5027089,hamlet,,node,5755193700,saxamar bajo
Saya,-19.5224399,-70.1261469,hamlet,,node,214189007,saya
Schwager,-37.0166902,-73.1789044,suburb,,node,214182373,schwager
Sección Manquimávida,-36.951867,-73.0165301,neighbourhood,,node,8421738473,seccion manquimavida
Sector Aduana,-22.9080456,-68.1932437,neighbourhood,,node,11065741558,sector aduana
Sector Agua de los Padres,-38.0123179,-73.2404395,locality,,node,9231280824,sector agua de los padres
Sector Cajón,-37.1663614,-73.1775713,neighbourhood,,node,7618721756,sector cajon
Sector Canto de Agua,-36.9013825,-73.0239585,neighbourhood,,node,8462816396,sector canto de agua
Sector Capilla,-43.1703348,-73.6127547,hamlet,56.0,node,1745132151,sector capilla
Sector Centro,-39.861088,-72.816322,neighbourhood,,node,5312619473,sector centro
Sector Chacras,-46.8505724,-72.6987648,hamlet,13.0,node,5893858622,sector chacras
Sector Colo Colo,-32.4351104,-71.21492,neighbourhood,,node,6489243916,sector colo colo
Sector Cuatro,-38.9138662,-73.216981,hamlet,80.0,node,5924946793,sector cuatro
Sector Dos,-38.9112282,-73.1906739,hamlet,23.0,node,5924946792,sector dos
Sector El Molino,-34.9686694,-71.8188715,neighbourhood,,node,7327273906,sector el molino
Sector El Rincón,-47.7974604,-73.5348815,neighbourhood,,node,521894303,sector el rincon
Sector El Río,-29.9401773,-71.1426638,hamlet,48.0,node,6081124564,sector el rio
Sector Equil,-39.8657216,-72.8128825,neighbourhood,,node,5312619468,sector equil
Sector Estación,-39.8625493,-72.8195842,neighbourhood,,node,5312619470,sector estacion
Sector Junquillo,-47.804168,-73.5468955,neighbourhood,,node,11448673224,sector junquillo
Sector La Faja,-37.2769554,-73.1989324,hamlet,177.0,node,5732816989,sector la faja
Sector La Puntilla,-37.5106333,-72.6511018,neighbourhood,,node,7560125909,sector la puntilla
Sector La Rotonda,-39.8635024,-72.8000774,neighbourhood,,node,5312622250,sector la rotonda
Sector Lagunillas,-45.0352,-73.7695456,locality,,node,12212772733,sector lagunillas
Sector Las Lajas,-39.8555287,-72.8265504,neighbourhood,,node,5312619471,sector las lajas
Sector Las Siembras,-53.0356974,-70.8999896,neighbourhood,,node,8286577590,sector las siembras
Sector Las Vertientes,-39.8580802,-72.8014538,neighbourhood,,node,5312619467,sector las vertientes
Sector Liceo,-38.4170809,-72.781863,neighbourhood,,node,4236896587,sector liceo
Sector Los Naranjos,-35.3107915,-71.5293754,neighbourhood,,node,7339697176,sector los naranjos
Sector Los Rosales,-41.3259405,-72.9781825,neighbourhood,,node,8313599307,sector los rosales
Sector Mac Miller,-36.5038842,-72.2170895,neighbourhood,,node,13025810731,sector mac miller
Sector Manquimávida,-36.9425499,-73.0263645,neighbourhood,,node,8451457670,sector manquimavida
Sector Playa,-37.1463526,-73.1701577,hamlet,30.0,node,5047073623,sector playa
Sector Población Los Ríos,-20.2909224,-70.1069797,neighbourhood,,node,4259041418,sector poblacion los rios
Sector Posta,-43.2109352,-73.6039513,hamlet,44.0,node,5049146165,sector posta
Sector Pueblo Hundido,-39.872089,-72.8036448,neighbourhood,,node,5312619472,sector pueblo hundido
Sector Punta Llahuecha,-41.7631029,-73.1281008,neighbourhood,,node,7136708602,sector punta llahuecha
Sector Regional,-39.8300663,-73.2372627,neighbourhood,,node,4953917581,sector regional
Sector Tres,-38.9397654,-73.2296088,hamlet,79.0,node,5924946791,sector tres
Sede Vecinal Linea Solar,-41.2925558,-73.2557291,neighbourhood,,way,487110995,sede vecinal linea solar
Seguel,-46.9494906,-72.7939187,hamlet,,node,214202976,seguel
Segunda Faja Chada,-39.0301816,-72.711147,hamlet,254.0,node,5460352677,segunda faja chada
Segundo Coironal,-39.0437822,-71.5448018,locality,,node,11082252109,segundo coironal
Segundo Corral,-42.072699,-71.8541909,hamlet,35.0,node,1692639986,segundo corral
Segundo Sector,-33.0447301,-71.652167,neighbourhood,,node,6347521991,segundo sector
Segundo Sector Gómez Carreño,-32.9955245,-71.519505,neighbourhood,,node,6346479575,segundo sector gomez carreno
Seis Hermanos,-47.4631763,-72.5421238,hamlet,,node,5460294656,seis hermanos
Selk'nam,-53.2835026,-70.3390822,hamlet,30.0,node,10570671655,selk'nam
Selva Negra,-36.8628496,-72.1449852,hamlet,249.0,node,6211848547,selva negra
Selva Oscura,-38.3685612,-72.1665587,village,919.0,node,214190300,selva oscura
Selvas Negras,-37.8230058,-72.3649264,hamlet,44.0,node,5919437912,selvas negras
Semillero,-35.6701795,-71.4633822,village,528.0,node,2149251640,semillero
Seminario,-34.2597441,-71.4117349,hamlet,17.0,node,4026058331,seminario
Semita,-30.822472,-70.8015492,hamlet,192.0,node,214198074,semita
Senda Central,-41.4116788,-72.8746641,hamlet,676.0,node,5967835099,senda central
Senda Chacao,-41.8847868,-73.6614976,hamlet,18.0,node,1564561022,senda chacao
Senda Sur,-41.4297726,-72.8790629,village,1349.0,node,5967835100,senda sur
Sendero de Los Andes,-32.8178053,-70.6123536,neighbourhood,,node,9921227492,sendero de los andes
Sendero del Águila I,-38.9599761,-72.6253232,neighbourhood,,node,8651602724,sendero del aguila i
Sendero del Águila III,-38.9594422,-72.6251811,neighbourhood,,node,8651566815,sendero del aguila iii
Sendero del Mar,-29.7197066,-71.3094367,hamlet,,node,9980507972,sendero del mar
Senderos de Alerce,-41.4081474,-72.9124365,neighbourhood,,node,4792217539,senderos de alerce
Senderos de Tenglo,-41.4947442,-73.0144731,neighbourhood,,node,12801585608,senderos de tenglo
Senderos de Tenglo II,-41.4966894,-73.015641,neighbourhood,,node,12960096954,senderos de tenglo ii
