Localidad,Latitud,Longitud,Tipo_place,population,osm_type,osm_id,name_normalized
11 de Septiembre,-36.0715408,-72.7811033,neighbourhood,,node,7314140902,11 de septiembre
13 de Mayo,-34.1690555,-70.6996242,neighbourhood,,node,12583369114,13 de mayo
16 de Julio,-38.4752959,-72.0080209,hamlet,32.0,node,5047142112,16 de julio
18 de Abril,-35.4704612,-71.5597487,neighbourhood,,node,12196302295,18 de abril
18 de Septiembre,-32.6627397,-70.7178462,village,578.0,node,6016667247,18 de septiembre
21 de Mayo,-38.6622072,-72.1005678,hamlet,332.0,node,5885755186,21 de mayo
22 de Mayo,-41.8624797,-73.82258,neighbourhood,,node,1689456447,22 de mayo
24 de Abril,-33.8019827,-70.6819723,village,934.0,node,1545665662,24 de abril
25 de Febrero,-34.1700956,-70.7098057,neighbourhood,,node,12583369119,25 de febrero
28 de Marzo,-33.0453653,-71.4675291,neighbourhood,,node,3256621266,28 de marzo
29 de Diciembre,-53.1405653,-70.9071002,neighbourhood,,node,7869107431,29 de diciembre
4 de Julio,-37.6662957,-72.0168323,neighbourhood,,node,6991026961,4 de julio
4 de Septiembre,-41.3067298,-72.7414441,hamlet,82.0,node,10170652345,4 de septiembre
5 de Abril,-53.1510791,-70.8935848,neighbourhood,,node,3394666647,5 de abril
5 de Octubre,-34.1529134,-70.7511817,neighbourhood,,node,12544278074,5 de octubre
6 de Mayo,-33.5769379,-70.6551563,neighbourhood,,node,8433562276,6 de mayo
8 de Julio,-30.5949132,-71.1851066,neighbourhood,,node,8057326361,8 de julio
8 Poniente,-33.8052275,-70.7522267,hamlet,12.0,node,8945513263,8 poniente
9 de agosto,-37.0764056,-73.1463328,neighbourhood,,node,11419095572,9 de agosto
9 de Julio,-38.9058287,-72.7599406,hamlet,232.0,node,6152929774,9 de julio
Abanderado Ibieta,-34.167179,-70.7226091,neighbourhood,,node,12540359904,abanderado ibieta
Abanico,-37.3695078,-71.4885961,hamlet,192.0,node,1839316132,abanico
Abránquil,-35.7470039,-71.5454104,village,1323.0,node,214195950,abranquil
Abrantes,-33.8665668,-70.8420966,hamlet,359.0,node,1788841096,abrantes
Abtao,-41.7712127,-73.4179643,hamlet,137.0,node,5900580906,abtao
Abtao Bajo,-41.7557888,-73.3968277,hamlet,107.0,node,11836372183,abtao bajo
Abuyán,-42.4824669,-73.3202005,hamlet,19.0,node,6009211225,abuyan
Acha,-18.5852688,-70.2407785,village,424.0,node,2860284031,acha
Achacagua,-19.7801042,-69.1610331,hamlet,18.0,node,2983191203,achacagua
Achacollo,-17.6939237,-69.6536828,hamlet,,node,214183973,achacollo
Achao,-42.471001,-73.488078,town,3196.0,node,214190657,achao
Acharan Arce,-39.8083575,-73.2174645,neighbourhood,,node,5652150063,acharan arce
Achauta,-19.2951528,-68.621828,hamlet,,node,7439835949,achauta
Acheuque,-42.6036114,-73.6528539,hamlet,146.0,node,1512369457,acheuque
Achuelo,-18.575873,-69.7931743,hamlet,,node,214222771,achuelo
Adela Jorquera,-39.2780965,-71.9649086,neighbourhood,,node,5771279434,adela jorquera
Adobes de Nogales,-34.2021063,-70.666904,neighbourhood,,node,1605786429,adobes de nogales
Aduana de Cuya,-19.1603763,-70.1797186,hamlet,166.0,node,214215869,aduana de cuya
Aeródromo,-38.4293368,-71.925602,hamlet,22.0,node,5893501943,aerodromo
Aeródromo Enrique Mayer Soto,-47.7858639,-73.5263121,hamlet,8.0,node,5901100553,aerodromo enrique mayer soto
Aeropuerto,-43.6124309,-71.8018355,hamlet,61.0,node,5905542689,aeropuerto
Afquintué,-39.3034451,-72.603537,hamlet,69.0,node,5303904051,afquintue
Afunalhue,-39.4647583,-72.1973296,hamlet,48.0,node,5907468096,afunalhue
Agoní,-42.7562612,-73.5921443,hamlet,,node,214182930,agoni
Agoní Bajo,-42.758073,-73.5659123,hamlet,73.0,node,6463514760,agoni bajo
Agrícola Los Cardenales,-33.7003025,-70.8244772,hamlet,226.0,node,5997051189,agricola los cardenales
Agrosol,-41.8747377,-73.9105654,hamlet,85.0,node,5876652587,agrosol
Agua Amarga,-28.831723,-70.7337353,locality,,node,214224035,agua amarga
Agua Amarilla,-36.7390302,-72.8761554,hamlet,71.0,node,5142167177,agua amarilla
Agua Buena,-34.6514219,-70.8494651,village,1097.0,node,214215123,agua buena
Agua Buena Chica,-36.822366,-72.2353006,hamlet,56.0,node,6211848557,agua buena chica
Agua Chica,-30.7060762,-70.9041551,hamlet,109.0,node,5923058809,agua chica
Agua Corta,-36.980915,-72.8945768,hamlet,49.0,node,4976389881,agua corta
Agua de Doro,-29.233333,-71.1,locality,,node,214234172,agua de doro
Agua de la Gloria,-36.8303532,-72.9191378,hamlet,229.0,node,4172258330,agua de la gloria
Agua de la Piedra,-30.9154894,-71.2960553,hamlet,10.0,node,6131966172,agua de la piedra
Agua de Las Masas,-34.1640556,-70.8905763,locality,,node,10719667793,agua de las masas
Agua de las Niñas,-37.3274612,-71.6899324,hamlet,37.0,node,6466201866,agua de las ninas
Agua de Lazo,-28.116667,-70.816667,hamlet,,node,214196980,agua de lazo
Agua de los Ricos,-36.090504,-71.1782849,locality,,node,5359988079,agua de los ricos
Agua del Ajial,-30.7840366,-71.2514234,hamlet,138.0,node,5947889061,agua del ajial
Agua del Carmen,-30.7760553,-71.0603079,locality,,node,5955738005,agua del carmen
Agua del Molino,-38.3733208,-73.4062512,hamlet,81.0,node,5923643000,agua del molino
Agua del Obispo,-39.8605548,-73.3502627,hamlet,369.0,node,5281244786,agua del obispo
Agua Dulce,-31.5305373,-71.5691042,hamlet,25.0,node,8616863911,agua dulce
Agua Fresca,-43.0382161,-73.5995568,hamlet,155.0,node,214213926,agua fresca
Agua Fresca Norte,-53.4594758,-70.9731603,hamlet,156.0,node,5047322966,agua fresca norte
Agua Fresca Sur,-53.5147154,-70.9515126,hamlet,8.0,node,2952005757,agua fresca sur
Agua Fría,-36.3979433,-72.4208134,hamlet,112.0,node,5272999450,agua fria
Agua Fría Alta,-31.5091451,-71.3779914,hamlet,80.0,node,10158257754,agua fria alta
Agua Fría Baja,-31.5444227,-71.3947767,hamlet,55.0,node,10158257755,agua fria baja
Agua Grande,-29.4981362,-71.064232,hamlet,18.0,node,5950340766,agua grande
Agua Larga,-36.9769981,-72.8759086,hamlet,37.0,node,4976389882,agua larga
Agua Los Burros,-29.5424777,-71.2457907,hamlet,17.0,node,5950340772,agua los burros
Agua Los Palquis,-30.8774762,-71.2560368,hamlet,40.0,node,6131966179,agua los palquis
Agua Mala,-36.3695306,-72.8535712,hamlet,22.0,node,5142167153,agua mala
Agua Patiño,-28.2781244,-71.1762196,hamlet,20.0,node,5911023264,agua patino
Agua Santa,-34.5627789,-71.3481868,hamlet,681.0,node,5927971955,agua santa
Agua Tendida,-36.6415388,-72.7955282,hamlet,75.0,node,5917856604,agua tendida
Agua Verde,-25.3994128,-69.965363,hamlet,56.0,node,1270771745,agua verde
Agua y Arena,-37.3536991,-72.4294925,hamlet,34.0,node,6463436074,agua y arena
Aguada,-20.6174832,-69.9907732,locality,,node,8882648236,aguada
Aguada Canchones,-20.3794391,-69.6523762,hamlet,26.0,node,6212203104,aguada canchones
Aguada de Cachinal,-25.1451775,-69.5587566,locality,,node,214214588,aguada de cachinal
Aguada de Verquico,-36.3773442,-72.0981646,hamlet,23.0,node,12720402522,aguada de verquico
Aguada Gomero,-37.07087,-72.7956033,hamlet,17.0,node,9688921985,aguada gomero
Aguada Santa Ana,-20.3784837,-69.6448231,hamlet,90.0,node,6212203103,aguada santa ana
Aguadas de Chumulco,-37.7679669,-72.2891164,hamlet,126.0,node,5919437916,aguadas de chumulco
Aguamaqui,-38.4530174,-73.0285049,hamlet,68.0,node,12224078239,aguamaqui
Aguantao,-41.7629439,-73.29157,hamlet,308.0,node,3029812434,aguantao
Aguapié,-37.2314895,-73.5429534,hamlet,47.0,node,4514024428,aguapie
Aguas Andinas,-40.9118204,-73.1755597,neighbourhood,,node,12026956175,aguas andinas
Aguas Azules,-36.9208546,-72.0238252,hamlet,147.0,node,214206965,aguas azules
Aguas Blancas,-37.4688976,-72.4371743,hamlet,150.0,node,5919436683,aguas blancas
Aguas Buenas,-33.56339,-71.5623665,village,556.0,node,6268571085,aguas buenas
Aguas Buenas Uno,-40.591796,-72.9453135,hamlet,19.0,node,6200114364,aguas buenas uno
Aguas Calientes,-40.7374649,-72.3043969,hamlet,17.0,node,6075275424,aguas calientes
Aguas Claras,-33.7112882,-70.9024143,hamlet,218.0,node,5733704409,aguas claras
Aguas de Renaico,-37.7581133,-72.4606892,hamlet,45.0,node,6109955445,aguas de renaico
Aguas del Volcán,-30.0,-70.016667,locality,,node,214194114,aguas del volcan
Aguas Frías,-33.0608401,-71.2915867,hamlet,17.0,node,6108862505,aguas frias
Aguas Marinas,-33.3598452,-71.6573737,neighbourhood,,node,5471765863,aguas marinas
Aguas Negras,-36.9846688,-72.5157657,hamlet,41.0,node,5907599682,aguas negras
Aguas Ricas,-33.5021893,-70.1879328,hamlet,94.0,node,6107970325,aguas ricas
Aguas Saladas,-33.5618389,-71.6057432,neighbourhood,,node,12433634204,aguas saladas
Aguas Termales La Hedionda,-29.9173448,-69.9914122,locality,,node,3707955615,aguas termales la hedionda
Águila Norte,-33.8818347,-70.756889,hamlet,639.0,node,1811245747,aguila norte
Águila Sur,-33.9049318,-70.7505964,hamlet,665.0,node,1811247303,aguila sur
Aguirre,-32.7268543,-70.7715977,hamlet,86.0,node,6016667259,aguirre
Agüita de la Perdiz,-36.8351445,-73.0386584,neighbourhood,,node,3705822360,aguita de la perdiz
Agustín Millao,-39.2753544,-73.181777,hamlet,,node,5458474491,agustin millao
Ahínco,-41.7628342,-73.5588126,hamlet,246.0,node,214183110,ahinco
Ahu A Kivi,-27.1149434,-109.3955724,hamlet,22.0,node,2307745798,ahu a kivi
Ahu Haŋa Kioe,-27.1339191,-109.4269963,locality,,node,2307827291,ahu haŋa kioe
Ahu Kino Kino,-27.0569682,-109.3734566,locality,,node,5154270235,ahu kino kino
Ahu Moroki,-27.127973,-109.3757093,locality,,node,5977392252,ahu moroki
Ahu o Hei Para,-27.1446053,-109.3830049,locality,,node,5977422084,ahu o hei para
Ahu Piki Raŋi,-27.1547821,-109.4233132,neighbourhood,,node,5949701699,ahu piki raŋi
Ahu Te Peu,-27.1008371,-109.4123735,locality,,node,2307745803,ahu te peu
Ahui,-41.8308464,-73.8592159,hamlet,15.0,node,1560692704,ahui
Aico,-18.8020639,-69.4636019,hamlet,,node,214225694,aico
Aillinco,-38.4552523,-73.350606,hamlet,96.0,node,12233593967,aillinco
Aimani,-21.6154777,-68.6673647,locality,,node,214231095,aimani
Aire Mar,-32.4744,-71.3740499,hamlet,56.0,node,5968250316,aire mar
Aires de Aconcagua,-32.8548508,-70.6024497,neighbourhood,,node,9921231026,aires de aconcagua
Aires de Buin III,-33.7329722,-70.7167626,neighbourhood,,node,5698683523,aires de buin iii
Aires de la Araucanía,-38.7752087,-72.5989263,neighbourhood,,way,990197594,aires de la araucania
Aires de Rinconada,-32.8498879,-70.6873617,neighbourhood,,node,9921231055,aires de rinconada
Aires de San Pedro,-36.877518,-73.148523,neighbourhood,,node,9960636662,aires de san pedro
Aires de Santa Mónica,-29.9543675,-71.287247,neighbourhood,,node,7402627570,aires de santa monica
Aires del Sur,-41.2555525,-73.0473096,neighbourhood,,node,2906410819,aires del sur
Aires del Sur III,-41.4450128,-72.9463866,neighbourhood,,way,1016576967,aires del sur iii
Aitué,-34.7669464,-70.9759498,hamlet,320.0,node,5138925077,aitue
Aituy,-42.8315413,-73.4796953,hamlet,113.0,node,6463514765,aituy
Aituy Carretera,-42.8167791,-73.5042429,hamlet,69.0,node,6463514764,aituy carretera
Aituy Costero,-42.8148849,-73.4802483,hamlet,52.0,node,214191727,aituy costero
Ajata,-18.2320342,-69.1883855,hamlet,,node,214209531,ajata
Ajial,-36.1472528,-71.7542465,hamlet,188.0,node,6290184981,ajial
Ajial Manzano,-36.1544071,-71.7255654,hamlet,181.0,node,5907640257,ajial manzano
Ajial Valdivieso,-36.1531524,-71.7706188,hamlet,46.0,node,6290184982,ajial valdivieso
Al Río,-36.9741612,-73.0247927,hamlet,44.0,node,5732816995,al rio
Alameda,-38.9540693,-72.5846529,hamlet,77.0,node,6397705508,alameda
Alameda Norte,-37.4573246,-72.6090703,hamlet,172.0,node,6059583132,alameda norte
Alameda Sur,-37.4725377,-72.595644,hamlet,97.0,node,6059583134,alameda sur
Álamos de Mahuida,-33.2357051,-70.724064,hamlet,,node,12322245487,alamos de mahuida
Alaska,-38.5036297,-71.407764,hamlet,35.0,node,5047125437,alaska
Albaricoque,-28.9966825,-70.1526279,hamlet,,node,4161415737,albaricoque
Albarracín,-18.5059415,-70.2150822,hamlet,246.0,node,5755007629,albarracin
Albarrada,-37.3168839,-73.3703631,hamlet,29.0,node,10708258461,albarrada
Alberto Hechenlainer,-41.1224997,-73.0565663,neighbourhood,,node,7606718096,alberto hechenlainer
Alboyanco,-37.9898381,-72.6036859,hamlet,89.0,node,10772036249,alboyanco
Alca,-20.2733899,-69.0679545,locality,,node,214232048,alca
Alcaldeo de Rauco,-42.5631642,-73.875289,hamlet,139.0,node,12774366123,alcaldeo de rauco
Alcantarrilla,-37.4211285,-72.1345139,hamlet,91.0,node,6466201833,alcantarrilla
Alcaparra Norte,-30.4736434,-71.1578036,hamlet,21.0,node,214207767,alcaparra norte
Alcaparrosa Alta,-31.363362,-70.968807,hamlet,24.0,node,5952873385,alcaparrosa alta
Alcibíades,-33.4986057,-70.6690461,neighbourhood,,node,4139277429,alcibiades
Alcohuaz,-30.230157,-70.4946799,hamlet,156.0,node,2974606433,alcohuaz
Alcones,-34.3965511,-71.727931,hamlet,385.0,node,214182343,alcones
Alcones Altos,-30.7945205,-71.5379048,hamlet,50.0,node,6131985279,alcones altos
Alcones Bajo,-30.762655,-71.5445137,hamlet,339.0,node,6131985278,alcones bajo
Aldachildo,-42.5849479,-73.6136385,hamlet,349.0,node,1510880837,aldachildo
Aldea Campesina,-40.33723,-72.9448199,neighbourhood,,node,7609380154,aldea campesina
Aldea Missouri,-37.1717859,-72.9470193,neighbourhood,,node,7353284988,aldea missouri
Aldea Príncipe Guillermo de Luxemburgo,-34.948221,-71.12787,neighbourhood,,node,2149610796,aldea principe guillermo de luxemburgo
Aldea San José,-34.9110797,-71.0448289,hamlet,125.0,node,5732986800,aldea san jose
Aldea Santa Cecilia,-34.9693508,-71.0141015,neighbourhood,,node,10023177772,aldea santa cecilia
Aldeas Infantiles SOS,-41.8809201,-73.8217885,neighbourhood,,node,1643458623,aldeas infantiles sos
Alepué,-39.4876843,-73.2212497,hamlet,265.0,node,6078502456,alepue
Alerce,-41.3941802,-72.9145614,town,42267.0,node,513541253,alerce
Alerce Andino,-41.4481307,-72.6679516,hamlet,8.0,node,5967835104,alerce andino
Alerce Histórico,-41.3952427,-72.9148198,neighbourhood,,node,8593632009,alerce historico
Alerces de Lauca,-41.3924698,-72.7684901,hamlet,,node,10117070465,alerces de lauca
Alessandri,-33.4795088,-70.6609425,neighbourhood,,node,3265470914,alessandri
Aleucapi,-40.4849784,-73.5693094,hamlet,44.0,node,11149174651,aleucapi
Alfalfal,-34.0794729,-70.0958445,locality,,node,214206361,alfalfal
Alfalfares,-29.9034793,-71.2323443,neighbourhood,,node,2974470147,alfalfares
Alfalfares Oriente,-29.9255582,-71.1702975,hamlet,345.0,node,2974470198,alfalfares oriente
Alfaro,-41.6721637,-72.9884571,hamlet,117.0,node,1460739423,alfaro
Alfredo Lorca,-53.1343084,-70.9270765,neighbourhood,,node,3394666648,alfredo lorca
Alfredo Nazar,-32.9953063,-71.2788168,neighbourhood,,node,12142354173,alfredo nazar
Algarrobito,-29.9411107,-71.1470533,village,1056.0,node,214223537,algarrobito
Algarrobo,-33.369172,-71.6680533,town,13817.0,node,1369449846,algarrobo
Algarrobo Bajo,-30.6303699,-71.4669979,hamlet,78.0,node,5947890093,algarrobo bajo
Algarrobo de La Virgen,-28.0015734,-69.9769429,hamlet,10.0,node,3138257572,algarrobo de la virgen
Algarrobo Norte,-33.3317506,-71.6447623,neighbourhood,,node,1837085502,algarrobo norte
Algarrobo Oriente,-30.5062284,-71.0999208,hamlet,124.0,node,214202549,algarrobo oriente
Algarrobos IV,-33.2759858,-70.6597688,neighbourhood,,node,2104302245,algarrobos iv
Algodonal,-41.5578042,-73.3775371,hamlet,38.0,node,11836372172,algodonal
Algorta,-22.8735104,-69.8190901,locality,,node,214192420,algorta
Alhuelemu,-37.8075487,-72.4036373,hamlet,296.0,node,6109955446,alhuelemu
Alhuemanque,-39.5366155,-72.5338655,hamlet,100.0,node,6078278018,alhuemanque
Alhuemilla,-31.1997617,-71.5164578,hamlet,32.0,node,10158257733,alhuemilla
Alicahue,-32.3511917,-70.7826227,hamlet,226.0,node,214202900,alicahue
Aline,-36.3537932,-71.8678165,hamlet,53.0,node,5767470566,aline
Allipén,-38.9545699,-72.4439979,hamlet,182.0,node,6200256766,allipen
Allipén Centro,-38.9902512,-72.5113535,hamlet,30.0,node,6124494214,allipen centro
Allipén Oriente,-38.9639117,-72.4635887,hamlet,37.0,node,6124494206,allipen oriente
Allipén Sur,-39.0022938,-72.5024271,hamlet,33.0,node,6124494216,allipen sur
ALMA Operation Support Facility,-23.0725867,-67.9807008,locality,,node,559235926,alma operation support facility
Alma Quifo,-38.7658627,-73.2980561,hamlet,81.0,node,6209571342,alma quifo
Almacigo Las Palmas,-34.852707,-71.4760055,locality,,node,667202599,almacigo las palmas
Almagro,-38.7787133,-72.956205,hamlet,34.0,node,214209976,almagro
Almendral,-29.9805384,-70.9016996,hamlet,61.0,node,214212532,almendral
Almendrillo,-32.0315091,-70.5888896,hamlet,6.0,node,214234628,almendrillo
Almendro de Quiles,-31.0098814,-71.3500214,hamlet,50.0,node,6131966167,almendro de quiles
Almirantazgo,-53.1421583,-70.9302678,neighbourhood,,node,3342876772,almirantazgo
Almirante Latorre,-29.636651,-70.9563164,hamlet,37.0,node,214191605,almirante latorre
Almireses,-28.9964323,-71.0545046,locality,,node,214233492,almireses
Alojamiento de Quitala,-20.85,-69.0,hamlet,,node,214196424,alojamiento de quitala
Alojamiento Sallihuinca,-20.943668,-68.761642,locality,,node,214192277,alojamiento sallihuinca
Alona,-20.6567058,-68.9841055,locality,,node,214203816,alona
Alonso de Ercilla,-35.82556,-71.6022349,hamlet,21.0,node,6199968405,alonso de ercilla
Alpajere,-19.157349,-69.2853006,locality,,node,214218827,alpajere
Alpes Suizos,-33.3298202,-70.5154003,neighbourhood,,node,5719313455,alpes suizos
Alqui,-42.9702723,-73.5004151,hamlet,,node,214223033,alqui
Alquihue,-35.6388376,-71.8087124,village,778.0,node,670962465,alquihue
Alta Las Vegas,-33.0306271,-71.3925076,neighbourhood,,node,7596136227,alta las vegas
Alta Mali,-38.9080078,-71.8806911,hamlet,56.0,node,7293787840,alta mali
Alta Sierra,-45.8114225,-72.035594,hamlet,,node,5047490058,alta sierra
Alta Vista,-32.6196649,-71.4016245,hamlet,30.0,node,3113154981,alta vista
Altamira,-39.2963015,-72.1882331,hamlet,81.0,node,6102119733,altamira
Altar Bajo,-30.7830751,-71.1806079,hamlet,25.0,node,214196379,altar bajo
Altiplano Norte,-28.5664316,-70.7405564,hamlet,49.0,node,5911030908,altiplano norte
Alto a La Arbilla,-34.4256556,-71.1606789,neighbourhood,,node,12143231655,alto a la arbilla
Alto Aguas Blancas,-37.7641587,-71.7165828,hamlet,43.0,node,5733078832,alto aguas blancas
Alto Aillinco,-38.4448943,-73.4216899,hamlet,53.0,node,5923643002,alto aillinco
Alto Antiquina,-38.0602902,-73.3955813,hamlet,22.0,node,6395457158,alto antiquina
Alto Antuco,-37.3419119,-71.6715861,hamlet,114.0,node,5047104410,alto antuco
Alto Arena,-35.5448852,-71.5586758,hamlet,84.0,node,5915107595,alto arena
Alto Baguales,-45.5086777,-72.1093333,hamlet,158.0,node,5047490036,alto baguales
Alto Belloto,-33.0448923,-71.4248434,neighbourhood,,way,687794500,alto belloto
Alto Biobío,-38.4456065,-71.221844,hamlet,35.0,node,5047125468,alto biobio
Alto Bonito,-41.4782011,-73.0102887,hamlet,415.0,node,3574735205,alto bonito
Alto Bonito Poniente,-41.4848877,-73.0207801,hamlet,114.0,node,6200141393,alto bonito poniente
Alto Bonito Sur,-41.0383393,-73.4260404,hamlet,14.0,node,5967938514,alto bonito sur
Alto Bulnes,-53.1267761,-70.882224,neighbourhood,,node,10762221027,alto bulnes
Alto Bulnes II,-53.1256914,-70.8847596,neighbourhood,,node,10762222282,alto bulnes ii
Alto Calbuco,-38.3634475,-73.0155659,hamlet,63.0,node,12224052088,alto calbuco
Alto Caleta Buena,-19.8860417,-70.114355,locality,,node,4957575024,alto caleta buena
Alto Camarico,-35.2117728,-71.4168298,hamlet,67.0,node,6209426752,alto camarico
Alto Camiña,-19.311015,-69.4268711,neighbourhood,91.0,node,3118713177,alto camina
Alto Cardonal,-35.8851638,-72.6717627,neighbourhood,,node,11078977166,alto cardonal
Alto Chelle,-39.0095637,-73.1514788,hamlet,151.0,node,6211308776,alto chelle
Alto Chicureo,-33.2674803,-70.6402562,hamlet,241.0,node,2104302252,alto chicureo
Alto Chillinhue,-36.6582465,-71.9099102,hamlet,198.0,node,6059533458,alto chillinhue
Alto Chiza,-19.2901626,-69.8933297,hamlet,15.0,node,7769001540,alto chiza
Alto Choén,-42.2117002,-73.3731221,hamlet,58.0,node,12774502395,alto choen
Alto Chufquén,-38.3119707,-72.6908898,hamlet,20.0,node,5458373870,alto chufquen
Alto Coliumo Norte,-36.5398879,-72.9731333,hamlet,86.0,node,5732752623,alto coliumo norte
Alto Coliumo Sur,-36.5618417,-72.968595,hamlet,91.0,node,5732752626,alto coliumo sur
Alto Comudes,-38.3545677,-72.9753005,hamlet,43.0,node,5933345969,alto comudes
Alto Confluencia,-36.649312,-72.4461115,hamlet,18.0,node,5917925431,alto confluencia
Alto Costanera 2,-36.798654,-73.1141907,neighbourhood,,node,7353190437,alto costanera 2
Alto de Caone,-34.9549532,-71.5411996,hamlet,30.0,node,5928081222,alto de caone
Alto de Capellanía,-34.1086244,-71.5783954,hamlet,10.0,node,8940877489,alto de capellania
Alto de la Posada,-32.8756167,-70.2061862,locality,,node,214227552,alto de la posada
Alto de las Padillas,-34.3069296,-71.3465882,neighbourhood,,node,214187341,alto de las padillas
Alto de Piedra,-33.9441254,-71.530416,hamlet,64.0,node,6211929952,alto de piedra
Alto de Quilmahue,-40.4206575,-73.2184844,hamlet,53.0,node,12637836668,alto de quilmahue
Alto de Ramírez,-18.5237671,-70.2195887,hamlet,735.0,node,214186647,alto de ramirez
Alto de Tuna,-20.866667,-69.05,locality,,node,214196463,alto de tuna
Alto del Carmen,-28.7596711,-70.4861108,village,554.0,node,214230634,alto del carmen
Alto del Edén,-36.6670333,-72.9563213,hamlet,13.0,node,5142167185,alto del eden
Alto del Molino,-20.9209563,-69.1057292,hamlet,,node,214219706,alto del molino
Alto del Nabo,-35.9677604,-71.4588333,locality,,node,12178923856,alto del nabo
Alto del Palomar,-27.3923642,-70.3245378,neighbourhood,,node,5724814156,alto del palomar
Alto del Puerto,-32.8447333,-70.6357813,village,423.0,node,5735146212,alto del puerto
Alto del Río,-35.6192213,-71.7786575,village,397.0,node,3958141485,alto del rio
Alto Dibueno,-36.8170152,-72.8438831,hamlet,89.0,node,6001289742,alto dibueno
Alto El Centro,-36.6240526,-72.4991119,hamlet,106.0,node,5917925435,alto el centro
Alto El Manzano,-33.1627545,-70.7893035,village,1963.0,node,1020634567,alto el manzano
Alto El Puerto,-32.2869665,-71.1187854,hamlet,11.0,node,3097021054,alto el puerto
Alto El Rosal,-33.4794602,-70.7623771,neighbourhood,,node,3374918252,alto el rosal
Alto El Toro,-35.4629595,-72.2570372,hamlet,18.0,node,6020963557,alto el toro
Alto El Totoral,-33.1875568,-71.2429245,hamlet,20.0,node,214224783,alto el totoral
Alto Esperanza I,-41.3143587,-73.0005837,neighbourhood,,node,5356993481,alto esperanza i
Alto Esperanza II,-41.3145232,-73.0046753,neighbourhood,,node,8401188791,alto esperanza ii
Alto Grande,-33.9863696,-71.836937,hamlet,50.0,node,4052067021,alto grande
Alto Guacamayo,-39.8526882,-73.251278,neighbourhood,,node,4953917533,alto guacamayo
Alto Hospicio,-20.2700478,-70.1009162,town,105065.0,node,214234430,alto hospicio
Alto Huechuraba,-33.3504106,-70.6719911,neighbourhood,,node,13026097821,alto huechuraba
Alto Huilquilemu,-35.4638561,-71.5656762,neighbourhood,89.0,node,6104731263,alto huilquilemu
Alto Huimpil,-38.5408482,-72.6849246,hamlet,111.0,node,6197534489,alto huimpil
Alto Hurtado,-33.5572093,-70.8097228,neighbourhood,,node,10990468175,alto hurtado
Alto Jahuel,-33.7320044,-70.6843181,town,7000.0,node,214200249,alto jahuel
Alto La Cantera,-32.9346405,-71.4616657,hamlet,120.0,node,6269106382,alto la cantera
Alto La Chimba,-23.5626997,-70.3819143,neighbourhood,,node,11954911881,alto la chimba
Alto La Cruz I,-33.5717918,-70.8287628,neighbourhood,,node,11346450007,alto la cruz i
Alto La Cruz III,-33.5718946,-70.8309408,neighbourhood,,node,11346450008,alto la cruz iii
Alto La Madera,-25.8325445,-70.7169329,hamlet,12.0,node,5909083364,alto la madera
Alto La Paloma,-41.45577,-72.8825283,hamlet,158.0,node,6200140667,alto la paloma
Alto La Viña,-35.4671713,-72.2513294,hamlet,33.0,node,6020963558,alto la vina
Alto Lafquén,-36.8607293,-73.0915153,neighbourhood,,node,7231378465,alto lafquen
Alto Lamecura,-41.9210214,-73.5104087,hamlet,184.0,node,1564561000,alto lamecura
Alto Las Brisas,-36.7620731,-72.4575645,hamlet,5.0,node,5924795741,alto las brisas
Alto Las Cruces,-35.4648304,-71.6001373,hamlet,266.0,node,6104731273,alto las cruces
Alto Las Máquinas,-35.8597819,-72.2964223,hamlet,13.0,node,214199237,alto las maquinas
Alto Las Mellizas I,-33.0006511,-71.3658558,neighbourhood,,way,593988943,alto las mellizas i
Alto Las Mellizas II,-33.0034244,-71.3743477,hamlet,,way,593988961,alto las mellizas ii
Alto Las Mollacas,-30.6695443,-71.2203553,hamlet,160.0,node,5921612462,alto las mollacas
Alto Las Pircas,-29.9898152,-71.3192278,neighbourhood,,node,5932725696,alto las pircas
Alto Las Raíces,-35.7997068,-72.3093617,hamlet,,node,12720139900,alto las raices
Alto Las Viñas,-33.8114566,-71.6404429,hamlet,40.0,node,6174428984,alto las vinas
Alto Lía,-37.19224,-72.9977587,hamlet,46.0,node,6040949039,alto lia
Alto Lilahue,-36.4677324,-72.1160603,hamlet,57.0,node,6453819243,alto lilahue
Alto Lircay,-35.4011543,-71.6105329,hamlet,248.0,node,214212098,alto lircay
Alto Liucura,-38.3873851,-73.304236,hamlet,12.0,node,12224078243,alto liucura
Alto Lo Castillo,-34.1697054,-70.6904591,neighbourhood,,node,1605675729,alto lo castillo
Alto Lo Planella,-33.5564254,-70.5334443,neighbourhood,,node,11289729311,alto lo planella
Alto Loica,-33.9956059,-71.4845775,hamlet,90.0,node,214205432,alto loica
Alto Lomas de Cudico,-39.4309085,-72.1934967,hamlet,16.0,node,5907468089,alto lomas de cudico
Alto Loncollamo,-38.597589,-73.4080232,hamlet,204.0,node,214224290,alto loncollamo
Alto Los Cipreses,-34.1668919,-70.697736,neighbourhood,,node,12583369123,alto los cipreses
Alto Los Guindos,-34.955076,-71.1182517,neighbourhood,,node,7317775037,alto los guindos
Alto Los Nogales,-34.1675402,-70.6987676,neighbourhood,,node,1909110881,alto los nogales
Alto Los Notros,-41.4928743,-73.0102531,neighbourhood,,node,12801585609,alto los notros
